blueprint,grid_w,grid_h,cells,raw_wall,raw_free,inflated_wall,inflated_free,cell_px,real_cm_per_cell,visited,time_ms,raw_len_cm,smooth_len_cm,euclid_cm,success
test_blueprint.jpg,100,70,7000,2128,4872,2876,4124,10,10.0,3578,93.68130000075325,1169.1168824543151,1120.104302917531,1001.6985574512922,True
test_blueprint2.jpg,120,90,10800,2650,8150,3680,7120,10,10.0,8130,245.19560000044294,1581.5432893255092,1511.6530658199767,1298.4991336154214,True
test_blueprint3.jpg,140,100,14000,3375,10625,4899,9101,10,10.0,9206,262.9443000041647,1858.111831820434,1753.1036216224768,1522.662142433442,True
